ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Bosnia and Herzegovina,Informal employment rate by sex and economic activity (%),BIH - LFS - Labour Force Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2019,88.4,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Informal employment rate by sex and economic activity (%),BIH - LFS - Labour Force Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2019,7.8,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2016,76.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2016,95.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2016,68.2,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2016,74.4,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2016,93,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2016,66.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2016,78.7,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2016,98.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2016,70.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2017,79.1,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2017,96.5,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2017,71.5,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2017,77.7,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2017,94.4,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2017,70.4,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2017,80.9,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2017,99,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2017,72.9,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2018,80.7,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2018,97.3,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2018,73.2,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2018,79,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2018,95.6,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2018,71.5,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2018,82.7,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2018,99.3,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2018,75.2,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2005,95.8,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2005,99.9,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2005,93.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2005,94.9,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2005,99.9,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2005,92.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2005,96.8,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2005,100,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2005,95,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2006,96.1,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2006,99.8,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2006,94,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2006,95.3,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2006,99.8,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2006,92.8,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2006,97,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2006,99.8,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2006,95.5,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2007,84.2,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2007,99,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2007,76.9,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2007,81.5,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2007,98.3,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2007,73.9,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2007,87.6,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2007,99.9,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2007,80.8,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2008,85.9,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2008,99.8,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2008,79.6,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2008,84.2,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2008,99.6,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2008,77.4,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2008,87.8,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2008,99.9,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2008,82.3,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2009,84.1,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2009,99.2,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2009,77.7,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2009,82.8,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2009,98.6,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2009,76.2,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2009,85.8,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2009,99.9,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2009,79.5,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2011,83.3,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2011,99.3,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2011,76.6,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2011,81.6,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2011,98.9,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2011,74.5,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2011,85.6,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2011,99.9,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2011,79.3,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2012,82.1,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2012,99,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2012,75.6,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2012,81,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2012,98.7,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2012,74,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2012,83.6,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2012,99.4,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2012,77.7,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2013,80.4,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2013,99.2,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2013,72.6,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2013,79,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2013,99,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2013,70.8,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2013,82.2,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2013,99.5,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2013,75,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2014,85.2,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2014,99.6,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2014,78.7,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2014,84.6,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2014,99.2,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2014,78.2,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2014,85.9,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2014,100,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2014,79.5,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2015,84.1,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2015,99.4,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2015,78.2,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2015,82.9,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2015,99,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2015,76.8,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2015,85.7,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2015,99.9,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2015,80.1,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2019,84.9,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2019,99.6,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2019,79.1,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2019,83.5,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2019,99.5,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Informal employment rate by sex and economic activity (%),BOL - HIES - Encuesta de Hogares,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2019,77.5,,,Repository: ILO-STATISTICS - Micro data processing
